OLD_HUM,CHLD_HUM
2346.20595480226,1162.2180734463277
2333.6827388888887,1161.3371333333334
2306.783157605711,1147.9458045030203
2273.108170995671,1131.177159090909
2273.108170995671,1131.177159090909
2237.150212992545,1113.1072364217252
2202.2036687631025,1095.6378354297694
2185.998250773994,1087.0577141382869
2180.37433865157,1084.2604940813176
2155.9755267175574,1072.1225394402036
2126.199022556391,1057.0153032581454
2095.92608201581,1041.9791254940712
2070.194668938656,1028.6186319376825
2041.9321737044147,1014.1432773512478
2013.1790397350994,999.7702507095554
2028.1036520522387,1035.2819822761196
2000.3740662373505,1021.7548206071757
1976.3771143375682,1008.3733802177859
1951.3800268576542,995.2429319606088
1999.5394743816255,1024.1310114840992
2027.9030470793373,1020.1167785527464
2003.4694148020653,1007.5272160068847
1978.0184367034835,994.6939379779101
2059.4228733221476,1022.9458557046979
2034.8104473902238,1010.5401367025684
2067.099259410802,1059.7845826513912
2062.0383428571427,1057.1892326530613
2058.1216572580647,1049.2969838709678
2058.1216572580647,1049.2969838709678
2033.6160717131474,1036.7954661354581
2027.157633042097,1033.503868149325
2004.148457008245,1021.7432822928937
1982.8666627861858,1012.7627124563447
1966.7080437284235,1006.3381664748754
1948.7710087220328,995.7913538111492
1928.2805249343833,985.1872740907388
1907.7567890248426,974.6967482387839
1887.7765236523653,964.361961862853
1871.120301051868,954.7862422923469
1867.7374800868936,953.0588957277337
1848.11513252149,942.8866869627508
1843.4944801714898,940.5294390853878
1825.670420643337,932.8862566277837
1806.9910947883875,923.1413116474292
1796.9360973913044,918.0052452173913
1781.2609087779692,909.9354698795181
1763.2260408858606,900.6444429301534
1752.5040910623945,894.6626644182126
1735.0604207011686,885.7104808013356
1783.6224760330579,931.4168958677687
1768.4827954173488,923.2783567921441
1753.112499189627,914.5889821717992
1736.2498908507223,905.7822536115572
1719.7150747217806,897.1454340222577
1704.2355779527559,888.9358078740158
1688.9604898595944,880.7917067082684
1673.6144636785161,872.9589922720248
1658.2776324655435,864.9498131699848
1644.2079150227619,857.2419119878606
1634.7850784550392,852.3278364514184
1634.7850784550392,852.3278364514184
1624.4979490254873,846.9618830584709
1621.5873510924873,845.4598742891351
1610.3146188074757,841.0671996440226
1596.7658423992943,833.7262364010587
1582.844479743515,826.436948411542
1569.1823085813348,819.2774371568912
1555.8733171011172,812.3022457748498
1543.269977279182,805.5767026412951
1530.4602309208674,798.7786876936076
1517.681971516336,792.0979838034069
1508.261464968153,785.7244724453061
1509.1777588574569,796.1098159846197
1509.1777588574569,796.1098159846197
1497.2661672568784,789.6763361481886
1485.4733774655501,783.3131153742232
1479.8856500672948,780.3714454912517
1469.1823070761016,774.483919893191
1458.1165086092717,768.4538781456955
1458.1165086092717,768.4538781456955
1455.4202432575357,767.0320809095718
1444.0609863588668,761.011002098636
1437.5363274336285,761.7473867777201
1428.2576027928628,756.8294750452549
1420.5485982510288,752.7421862139918
1409.8716768759573,747.1651071975499
1402.0027411167512,742.9940126903554
1397.5057204030227,739.1293677581865
1387.0335550000002,733.5883150000001
1376.8925756823821,728.145459057072
1374.8477586206898,734.3249113300494
1364.969283618582,728.9516039119806
1355.129276699029,723.6563300970876
1345.640568674699,718.5601831325301
1343.3759105123888,717.3501948520568
1337.2652729885058,714.089377394636
1327.9659058487875,709.0779148834998
1318.6187063267234,704.0957577903683
1325.8459024847632,712.2047796530709
1318.4342191142193,708.2214941724943
1309.2904583333334,703.3215949074075
1300.3933195402299,698.5205080459771
1291.710780821918,693.7714771689498
1282.968523809524,689.0703786848073
1274.333222972973,684.4265608108109
1266.0870514541386,679.9184496644295
1266.0870514541386,679.9184496644295
1258.5892063139174,675.854548688306
1258.309468770838,675.704327628362
1288.611852506072,707.4109229410467
1280.3489427506033,702.7683373546831
1273.6847828933014,699.0906545930613
1265.843321049209,694.5687448515067
1259.0963260025874,690.8257740405348
1263.6059747215081,693.8028963153386
1263.3353715999144,693.6543414007283
1255.3025154288148,689.2330176633327
1255.3025154288148,689.2330176633327
1261.8245548741806,690.848316768873
1253.877881907964,686.4937823072074
1251.9371747755274,683.9990561703905
1244.1648371031336,679.7472795185724
1243.3909643301536,679.3243840729988
1237.0870383347074,676.7474958779886
1229.6244080294962,672.6458459647687
1222.1534710912053,668.5459731270358
1215.494753136382,664.5426851477135
1215.003345469256,664.2738713592234
1209.886882175227,661.4701268882176
1209.3997986712302,661.2037990738878
1202.8346607964781,657.3432099259556
1196.1410925373136,653.6810606965175
1189.5185473975857,650.0594735800515
1182.5226460751526,646.2261538461539
1176.0558087228635,642.4929630354001
1170.5908166439824,638.9056426210384
1164.3772240479414,635.3603189638509
1158.7484893330773,632.5063059773208
1152.162698261036,628.8879877699218
1145.6358844765346,625.3059205776174
1145.4182636778119,625.1871428571429
1142.8145697498105,623.765998862775
1142.1651316537225,623.4117219170298
1135.7788792616313,619.8913448860426
1134.502652869238,619.2080639698967
1129.5435734331154,616.0565294667915
1129.5435734331154,616.0565294667915
1127.4348627450984,614.9062558356677
1124.2929553072627,613.1896573556797
1118.051288888889,609.7841555555557
1111.9084806629835,606.4435432780848
1108.8220842490844,605.7826501831503
1106.390882675439,604.4544919590644
1100.3933824063977,601.168027989822
1095.9928976861895,598.9917913955171
1090.1123426824884,595.7650107874866
1087.5719264573993,594.3763354260091
1082.127347011597,591.2931668153435
1076.3771464063889,588.1462928127775
1070.7385366284202,585.0472250661961
1065.8674433713786,582.0215891132574
1060.4950454227815,579.0755660377359
1054.9858116093155,576.0607160236359
1049.5896611341634,573.0732918395576
1044.1948813209497,570.1282714138289
1038.9072570157427,567.2070653661876
1034.4950655989096,564.7982450161869
1034.4950655989096,564.7982450161869
1032.9115872745833,563.9335845525691
1031.860723997281,563.365214140041
1026.8866858302335,560.5999526547178
1022.0214619784659,557.8021130551818
1017.5727018425463,555.3740368509215
1012.5728683333335,552.5986866666667
1007.7808059701493,549.9188872305142
1003.1275404423903,547.3772730274019
1009.4653679369253,553.9526034822603
1004.6810658819685,551.3279597842081
1000.406046852123,549.079412721653
1000.406046852123,549.079412721653
996.1674453618263,546.5073547029305
992.737343322056,544.8002319961336
991.1443702750524,543.9242785909604
987.5151000480232,542.610203297583
986.0948401534529,541.8302845268544
985.8690836780147,544.7705313394847
983.3664820691846,543.3874738178357
979.1383638660773,541.3576010739105
976.9788981452375,539.2902027664258
974.4057297382037,537.8533735695252
969.9999812763303,535.3373225152131
965.5244059636592,533.3880354092252
965.5244059636592,533.3880354092252
963.2833947939264,532.1487929965914
960.3200664195244,530.5325610132841
958.5550986740674,529.5528970089424
954.2880709023943,527.1324769797423
950.278041552093,524.7422548120991
946.2941697080294,522.4000212895379
942.0689963669392,520.0385119588254
938.1010823032863,517.8623650889359
938.1010823032863,517.8623650889359
937.2547138554218,517.3955331325302
937.2547138554218,517.3955331325302
933.4651882405881,515.3134423278838
933.045379310345,515.0816806596703
934.2974805970151,516.6801194029853
934.2974805970151,516.6801194029853
934.2974805970151,516.6801194029853
932.766207718671,515.8345224258682
928.6270464322802,513.5417400979085
928.6270464322802,513.5417400979085
924.6254408506869,511.38322108994254
924.6254408506869,511.38322108994254
924.4889559952748,511.3077082102778
924.4889559952748,511.3077082102778
920.4737018523965,509.0600558659219
916.562723946136,506.9089900468386
916.562723946136,506.9089900468386
916.562723946136,506.9089900468386
912.6117006703587,504.7172150976393
912.4787454465978,504.64367914906035
912.4787454465978,504.64367914906035
912.2133109978151,504.49682010196665
908.2993299492387,502.31947353154476
905.4201026456557,500.7226456556312
902.4196844380406,499.0636829971183
902.4196844380406,499.0636829971183
902.2896873649331,498.9917864860973
900.4747275341483,497.98747519769967
896.6224867573374,495.85236649964224
892.821043478261,493.73236065573786
890.7905162850236,492.6092120608734
887.0431879337206,490.5225973658124
883.3619954872376,488.45507826822745
881.7652787529843,487.27069653138614
878.1589637812895,485.22649000139853
874.725481130762,483.2362498259297
872.474685896547,481.3897462210514
876.4403438751556,485.60349951664153
876.0780742683602,485.40239370513547
876.0780742683602,485.40239370513547
875.8368189345847,485.26844327905064
872.6084345794395,483.29301814183634
872.6084345794395,483.29301814183634
869.0437434984945,481.30954147276225
869.0437434984945,481.30954147276225
865.7321529860924,479.4782083446961
862.248271319935,477.5301656708312
858.7577414119557,475.5959575331351
858.7577414119557,475.5959575331351
855.3255455280174,473.6752370689657
851.8967292728738,471.77087201502565
868.4885435595941,478.89099144842345
865.0419563481504,476.98254990684075
861.6935737009545,475.0971845174975
861.6935737009545,475.0971845174975
859.5333346555601,473.9041874917362
859.5333346555601,473.9041874917362
857.1681553270043,472.5927122890297
853.9588442343054,470.73110454426075
853.8467616546293,470.66929612606714
853.1746739273063,470.2990604907494
853.1746739273063,470.2990604907494
849.9462083387795,468.50565939092945
848.0919281343577,468.44431454237747
846.7784269225783,467.52988458046957
846.6686825726142,467.4692686721993
846.2299403836187,467.22693105235885
843.1819493932353,465.8517286341339
840.174167952675,464.3534014917697
840.174167952675,464.3534014917697
837.0686483023704,462.6413862908393
836.4584649852774,462.37763026501096
833.3023147557711,460.6129103430686
831.5014189361162,459.61666963603983
830.8672444048832,459.2660185656156
830.8672444048832,459.2660185656156
827.7112870534585,457.77431466936923
827.3969672027354,457.60043687476275
824.3562167276399,455.8932004541442
821.4696040226274,454.3276392206161
820.9538479899498,454.0423831658293
819.206321925536,453.0747862604991
819.206321925536,453.0747862604991
819.206321925536,453.0747862604991
818.6931733901279,452.7915534953647
817.137220419371,451.7691974538194
817.137220419371,451.7691974538194
814.4066194029853,450.20845895522405
813.4962877376073,449.70509255808184
813.4962877376073,449.70509255808184
813.4962877376073,449.70509255808184
813.4962877376073,449.70509255808184
813.0925207997021,449.4817732522043
813.0925207997021,449.4817732522043
813.0925207997021,449.4817732522043
813.0925207997021,449.4817732522043
813.0925207997021,449.4817732522043
811.682828808727,448.7017354654768
811.682828808727,448.7017354654768
810.8791640866874,448.2574340557277
810.3785346534655,447.98032920792093
810.1780487503095,447.86947537738195
810.1780487503095,447.86947537738195
810.1780487503095,447.86947537738195
808.2778656955933,446.8193988396496
808.2778656955933,446.8193988396496
806.2890259820222,445.7189939662604
806.2890259820222,445.7189939662604
806.0906143050598,445.60925150806366
806.0906143050598,445.60925150806366
806.0906143050598,445.60925150806366
805.9914241752832,445.5544054652882
805.9914241752832,445.5544054652882
805.9914241752832,445.5544054652882
805.8922707692309,445.4995704615386
805.6939768672328,445.38994832041357
805.9794027471182,445.47067328918337
803.7209062003182,444.21951693775236
816.45809970746,451.27253656752816
816.5516717288302,451.68402259749735
813.9166190360863,450.2426895131994
811.7067000603503,448.79980446590235
811.7067000603503,448.79980446590235
839.5294429740136,460.565397016362
856.3347391773596,466.5348734860296
853.5939182404975,465.03432703801116
851.1546662693685,463.7092383790228
852.4131115599384,462.9218141855769
857.9004464708671,465.5711700615823
855.2475398418135,464.21007909337754
856.768597317016,465.1900082372324
893.6999483870969,478.16175718475085
891.8162429840975,477.0257050982228
892.9328324979602,477.190786804989
890.1759632814318,475.7067999070417
888.5465657620044,474.83232892600336
885.9084273820539,473.40978029602235
883.2640212128201,471.9914203366383
943.2422503160559,479.5476370532124
961.7464940421634,485.3779055912009
958.8035533980584,483.8830782410053
959.8743680255069,483.96043384194957
959.8743680255069,483.96043384194957
962.0908479963675,489.3314348961291
959.1990878225445,487.8499694431871
956.3098070630714,486.3716924292002
954.1303273340834,485.1864623172105
953.5943046655426,484.913879707701
950.7394205335128,483.9792770679221
948.0972225326927,482.6284553481615
967.8828916870963,491.2479150880322
966.8058292520038,490.70120325022276
987.0328909111089,503.08436466540905
998.4956428413367,510.2925735782254
995.5387258687261,508.77292443463887
992.6714210294767,507.27465354157516
989.9020100888257,505.8095481960743
987.8354439099063,504.5250623223268
985.174769432029,503.0732290417531
982.7209945652177,501.6297282608697
995.2557678552076,502.6522076514578
992.7973135941216,501.4123546574455
1001.8512078439824,504.97953022303636
1000.290325526429,504.6816749033091
997.4346352437067,503.2298275307982
997.5077333903015,503.0638314462723
999.421488976462,503.98486846309515
996.9902549936253,502.75455163620916
994.2084405127663,501.3198951160082
992.3177445278632,500.3662577984563
989.7461809363139,499.0087853226488
1027.5844558931765,520.8036873094313
1032.0985667854898,523.3684273432586
1030.7108959749087,522.1012012545741
1027.9767118432028,520.810981025855
1025.313267131122,519.4588915462203
1024.9677073828286,519.8826213189549
1022.1381222210734,518.435703650088
1037.2744988657457,530.9958671891112
1044.600403084833,542.6557470437018
1070.4094811320756,563.5198913043479
1068.9906021505376,562.7720890937021
1070.325361519608,564.4573110702615
1067.8218390219054,563.1357473255223
1065.009952240626,561.6495803272026
1064.9017415159522,561.5925259093681
1062.107678589523,560.056329921978
1059.2491461196444,558.533364995958
1059.648173939333,558.6319328832008
1058.7950307119122,558.182059208539
1056.354178219811,556.8930721318063
1053.8361546939184,555.5380913736099
1051.14648945738,554.1176176676328
1049.2738299780747,552.9707315128563
1046.7862131000895,551.5549259516948
1044.0340731562253,550.083880848533
1048.9080148294613,555.5559703410777
1046.181616052061,554.1944182606982
1044.2063693578523,552.8967096076311
1041.7531188701453,551.5162191055317
1054.069915875966,558.3715318399688
1062.2949395121952,558.8301600000002
1059.918681521845,557.4916785054005
1057.1593322981366,556.0334355590063
1076.744360662085,563.1776526957701
1074.1494670785867,561.7777215678703
1083.66,573.8681868078961
1082.7225341543199,573.3718520300174
1084.8484732751176,573.0279570098841
1084.8484732751176,573.0279570098841
1082.0809523353753,571.571158116386
1080.7381215944938,570.8626899913968
1078.084761132831,569.4521455134931
1075.7970039946738,568.5354784097395
1074.504912247415,568.209648040983
1072.7816209311127,566.9594719909161
1070.38042095328,565.6572449268524
1067.9013472039164,564.3857955187348
1065.5045196732087,563.047945346981
1063.7912579617835,561.866508992132
1063.4928335986517,561.7092986234668
1060.916419764618,560.3104969176164
1059.7304525097966,559.6848208621012
1057.47570497906,558.8060558399256
1055.0057240995175,557.4315558856296
1053.6368468384944,556.7084720934547
1051.7188458337187,555.6230296864886
1049.1495867158674,554.2453634686348
1048.3340765620687,553.7645366706544
1045.7719836607307,552.3971654121536
1060.2070900100723,565.9150691328634
1058.220330654001,564.7917546583852
1056.1548182232348,563.494454669704
1053.6639750931733,562.1628370148169
1051.1858565339621,560.8384719325294
1048.924302514927,559.5317278813101
1046.647273711759,558.2339572240774
1044.201579942384,556.9676737486498
1041.6828405927258,555.6211019308488
1039.477489697187,554.355731051783
1037.528972547617,553.3159259590451
1037.528972547617,553.3159259590451
1035.3148880164183,552.1328357276703
1034.3053093243004,551.6009128186844
1032.7804659848823,551.1444446420633
1030.5251348474096,549.8475638750888
1028.068691919639,548.5351199221171
1025.6446415327566,547.2295055624229
1023.2664661322999,545.9529216947063
1021.0517161687171,544.7290105448157
1018.7036065573772,543.4438239677391
1016.3118340038483,542.1643221969565
1014.8324029316814,540.9647151208447
1016.34704474234,544.2571283077996
1016.0817753024107,544.1150422069446
1013.8739598888698,542.861870984546
1011.6234984841924,541.6087960155913
1009.9655828433068,540.7202006226221
1008.0527730802416,539.6490172562555
1005.8867659464578,538.42756133253
1005.8005680840075,538.3813737304184
1004.9411687306501,537.9194556243551
1002.6996164736166,536.7018627198629
1001.9731758260573,537.4224490669408
999.6803168502861,536.1907097104793
997.5548312595876,535.0487335946823
995.3496632939376,533.8962707252786
993.5779239517908,532.9454413512138
993.4067355406894,532.2681353205185
991.1488104089219,531.0582857384253
988.9772199275056,529.8639947736661
989.259306980656,532.165749369218
987.1183569690359,530.9679055131327
984.9229219691896,529.7717180174147
982.8746996909197,528.6958215687914
982.6287088692167,528.5633714715218
981.0727357625282,527.7279621445845
978.9660382695507,526.5709217970051
976.7871420270607,525.3995243629121
980.2136458505881,528.1936152062284
978.192644020167,527.1032283659808
976.0200206168563,525.935422233218
973.9010112729368,524.7882292438082
971.8351231527095,523.6386699507391
969.7003776521668,522.483733923159
967.572239659964,521.3388818048064
965.587400701411,520.2247532827666
965.587400701411,520.2247532827666
963.5953637695312,519.1401570638022
962.6981609756098,518.653324390244
974.5206092317677,529.0771525918716
972.465845879877,527.9273150396634
970.8269826262626,527.0317301010102
968.8788203515562,525.8957152072248
966.8457454340654,524.754681792582
969.122623635196,526.0031221901093
969.122623635196,526.0031221901093
967.0526099495314,524.8725979331892
967.0526099495314,524.8725979331892
970.1182310151879,526.091510791367
968.0326824599186,524.9589534976471
968.0329083094557,524.5136071314869
965.9737796839012,523.3946835040904
964.5193877874704,522.6062474226806
962.9557299992088,522.0229184141807
960.9527305748579,520.9311670878081
958.9284280198566,519.8254321960445
957.209126434974,518.7456620537822
956.5348212461696,518.3789376915221
955.0928987212677,517.5872126774929
954.5689469970205,517.303166849616
952.8650817619904,516.2542750958455
950.8629793878825,515.1672048719552
948.8667128944293,514.0840934943515
946.8858443476909,513.006664593376
945.2698556908992,511.9805873225232
943.8690113038092,510.97176602663376
942.2444448736769,510.006492312447
940.6638057054743,509.2701056283733
938.7276702315919,508.21412172039715
936.8004691339066,507.16251996314514
936.4411236472484,506.96793307237715
936.2974790883278,506.8901642237742
936.2256499386126,506.85134515039914
934.3184501110346,505.80462745998943
933.6816207529844,505.4675283134376
932.2799641084384,504.5458930889654
932.2799641084384,504.5458930889654
931.1440523224773,503.930703989017
930.2961380781834,503.47081764840374
928.4597383831469,502.4766438512436
926.5683614146934,501.45458864602324
925.9192266909037,501.5078959327427
924.7292594553707,500.86326475037833
922.856466369744,499.8443670264967
921.6076435136356,499.26046481844224
919.7522216374709,498.2494865047742
918.8550022532672,497.7632447048221
917.1697016715387,496.79481598081117
915.3927403306651,495.8296685868184
913.576905330745,494.83797446617893
912.0311958870427,493.85577676775216
910.2775087380084,492.9022822934484
908.4714108653703,491.9193209143537
906.6898622324272,490.93606103251625
904.8984129213482,489.9620461265524
903.1302006639615,488.98968351161943
901.4728880706921,488.0937135493374
901.0086494443217,487.8422617207626
900.8760637280153,487.77046213849445
900.2827430504485,487.4524893366672
898.635456880734,486.5498355963304
897.0513763551127,485.61547905068863
895.2824957964764,484.65772790408664
893.5371917408435,483.7034911717497
891.8908759921356,482.7866758901916
890.2756992295391,481.90957624654754
893.3245687341313,484.24254552049337
891.5789813205907,483.2966420503911
890.1057612544258,482.5049093142569
889.8486751426714,482.3655363721737
888.4233857245854,481.4768067772171
887.2416435201842,480.86689069583366
886.164884289205,480.2808344113843
884.973908614877,479.83797575496743
884.4666485052692,479.5631930604345
884.1231360904407,479.8437836290785
883.8070016450897,479.67218653887426
882.3122051684751,478.97779340376934
881.7085571784824,478.2777085856787
880.4756655994307,477.5974699395234
878.857770203096,476.6819698906406
877.1804436884257,476.0594223545255
877.1804436884257,476.0594223545255
876.0646924329297,475.4531146032421
874.8929909515056,474.82421179131916
874.1600409662382,474.4242887413477
872.5508875572787,473.5291787099049
871.0660223754572,472.6461539544048
869.5995673853499,471.76727789872893
867.9811523902986,470.87846137669993
866.3478430000699,470.00240677254607
866.1660695299383,469.9039759373252
865.7461609452561,469.67672446339935
865.6856872203579,469.6439261744967
864.1267096999301,468.8095540823448
863.3443205744962,468.38520462943603
864.1907529575504,469.17777592205994
864.1306429615197,469.14513325447086
863.8902740869565,469.0146553043479
863.4700646641635,468.786881518565
861.8586126726351,467.90994378513443
861.8586126726351,467.90994378513443
860.3023108894431,467.0854073150458
860.3023108894431,467.0854073150458
860.3023108894431,467.0854073150458
860.3023108894431,467.0854073150458
858.7299578234114,466.2176588536266
857.1896514837819,465.36933954451354
857.0714111233783,465.30512696660236
857.0714111233783,465.30512696660236
855.5484537502583,464.4694448653489
855.5484537502583,464.4694448653489
855.5484537502583,464.4694448653489
855.1366095277433,464.2459562164396
853.5759087473373,463.3897052154196
852.1195678419535,462.59557552476343
850.6609422721359,461.8038327740876
850.6026951520131,461.772217200767
850.4881589757633,461.70955703135706
849.4442204595185,461.1417895240701
847.8895092485154,460.29532864650884
846.3464020983786,459.4490134895763
845.483045668005,458.98017423262786
843.9551881793477,458.14241440217404
842.4671370448226,457.31480572319805
841.8714654122106,456.9257242452959
840.4152942368759,456.0923538950072
838.9862901267871,455.27924939304023
838.1382753281723,454.52829888926294
840.0996747748958,456.4706571697353
839.8756818487169,456.3479994625824
839.8756818487169,456.3479994625824
839.4818666487612,456.13378567112073
838.1768485254692,455.3307526809652
838.1207928423028,455.30027075933253
836.6161238961735,454.47869949157086
836.3364361666554,454.3267371096102
834.9991667223076,453.6008038993124
833.5189842708611,452.78863303119175
832.0805209580838,452.00639853626086
832.0805209580838,452.00639853626086
830.6059560337384,451.19688251311686
829.1296214531953,450.39153937947503
837.2070630666402,453.33717622923706
835.7273748183379,452.531097238737
834.2960758325091,451.73414177382136
834.2413332454173,451.7045008571806
832.9845170847324,451.02118835999744
832.8748706470936,450.9618122572577
831.8422406311637,450.40001906640373
830.44250114852,449.60206274200965
830.2790708661416,449.51362007874025
829.8980566668853,449.30754509083766
829.8980566668853,449.30754509083766
828.5137514730915,448.5265444546289
827.7867845238873,448.5926560355533
827.2453940501043,448.2237167275575
827.1375114155251,448.1652420091325
827.0836025047289,448.13600939273374
825.7391333506966,447.53149368407355
824.4365433864152,446.881487162821
824.4365433864152,446.881487162821
823.0538738563363,446.13083381999877
822.618662775616,445.94779247730224
821.2056671198291,445.17178351783525
820.5693977618215,444.8263102399897
819.9333152349557,444.48132699890124
819.9333152349557,444.48132699890124
818.5054006968641,443.84024906439544
818.1368610125766,443.64007481457605
816.7844759206798,442.8851648210147
815.3843653191079,442.14948132913435
815.0179198252602,441.9506912501607
813.9737219299371,441.3836045168742
813.9737219299371,441.3836045168742
813.9737219299371,441.3836045168742
813.5041276050016,441.12979608848997
812.8358251184227,440.6974926385867
812.7317997951868,440.6411072708654
811.4009897131173,439.89505846271805
810.6245793438018,439.4739154857654
810.57284355652,439.4458683857791
810.5211520296144,439.41783380137866
810.5211520296144,439.41783380137866
810.1610526315789,439.22212759170657
810.1610526315789,439.22212759170657
810.1610526315789,439.22212759170657
810.1610526315789,439.22212759170657
809.9030267857142,439.0823137755103
809.7998871317433,439.0263410279302
809.7482528852897,438.9983529936875
809.6451067899266,438.94239464456496
809.4904971953085,438.85878314635397
809.3358109744439,438.77489452552425
809.0790538990825,438.63595183486245
809.0790538990825,438.63595183486245
808.7698910966755,438.46841103044204
808.7698910966755,438.46841103044204
807.9468990965771,438.0220759638632
807.8441399491094,437.9663555979645
807.4847828575062,437.7715171361354
807.4847828575062,437.7715171361354
807.331721551176,437.6884087730452
807.2804195537474,437.6605854681839
807.2804195537474,437.6605854681839
807.1778478357592,437.604966630649
806.8704409428807,437.43816887985264
806.8704409428807,437.43816887985264
807.1834834168304,437.5054841778173
805.6599626558642,436.67559782264703
813.3330172468253,441.0287402868154
813.6040841162746,441.2674985812473
812.0898300711184,440.45813707596454
810.8651944217601,439.64928638733596
810.8651944217601,439.64928638733596
828.7993604614709,448.14329863941316
839.5044245572313,451.76956192502666
837.9543712911487,450.92581547879325
836.4933160815614,450.1403261208456
837.3107779921578,449.7055909628432
840.7396583214263,451.20298440703243
839.2038209214361,450.36666087927085
840.2970427678406,451.60533143529125
863.3459912275282,464.77818310990307
862.3762021335635,464.136339643584
863.1743004862436,464.4122262571552
861.6127879830435,463.56486330404874
860.9391933701656,463.1987219152855
859.3859325980392,462.34932352941183
857.8169443425076,461.50114678899087
896.0745146520147,465.9889004884006
907.6312065813528,475.78715539305307
906.0169099756691,474.94571289537714
906.9620856102005,477.0653302975107
906.9620856102005,477.0653302975107
908.60586,481.66083939393945
906.9886291591047,480.7957483363582
905.369145531401,479.9267010869566
904.2100982519589,479.2852417118747
903.8289528227994,479.08314333915774
902.2174012148914,478.5690160582186
900.7156973881716,477.7685397778446
913.1497045250225,485.66191848966145
912.2207789486289,485.1676128607353
925.035975376524,491.9926356681808
932.6240114544804,496.4550083522253
931.031653266631,495.5977017449825
929.4488448962607,494.7227947208847
927.9396676755089,495.3715589579254
926.9417972868906,494.6149623837451
925.506607533558,493.7565886109633
924.1882498081576,492.8994705153179
932.3357415591303,493.3068027812151
930.9398323628022,492.56669960590557
936.8190969408724,494.75527391227763
936.0727038274426,494.66452376765733
934.4525171142706,493.8166959218302
934.6638181181005,494.0768430582326
936.1521054165938,494.7375575768178
934.6907486319711,493.96059494702536
933.1301185495118,493.09973268247336
931.8325777623027,492.4135526926649
930.4484474568416,491.5908869192446
955.3476202868378,504.0011872542217
958.7445854982103,505.51114478697616
957.9862448132781,506.2037546104196
956.4451984811874,505.47598607755157
954.8046623018607,504.6067068688261
954.9589886480908,505.32440717807594
953.3425469322344,504.4826133241759
963.0270683350474,512.6063838418468
968.0121754506047,520.6803821583391
984.8677195080287,534.4626745245417
983.6399607597816,533.7951381938126
985.1143715226524,535.3893567616669
983.7219388854244,534.6307630818075
982.1130076975323,533.7537780167536
982.1130076975323,533.7537780167536
980.5046061701887,532.8495236749916
978.881493118231,531.9500327166066
979.4702460862709,532.0968031309833
979.1946658785114,531.9470489219165
977.5484179171584,531.0505445961896
976.0952796947763,530.242682488919
974.5732791844051,529.5991754425274
973.6277396264398,528.8735918801029
972.4640816212594,529.0382609423851
970.8735748523019,528.156690446996
974.2007211217449,531.8307183396396
972.6170831018774,530.992038662371
971.7220141969831,530.9995735359363
970.3078678994573,530.2205021592293
978.4716968825999,534.0590885474244
984.4767332524003,534.4913453261231
983.1203916923754,533.6966350815338
981.5130827191726,532.8175772742273
994.2869717768504,537.7462826707666
992.8381027299637,536.9063501809013
999.5467168345009,546.5517130035028
999.1096903719911,546.3126094091905
1001.1995111960675,548.7284407427636
1000.9809129627606,548.6086005241892
999.3646669210641,547.7198386393372
997.755926853162,547.1393169696312
