"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"두마면239",1,,충청남도 계룡시 두마면 입암리 323-1,36.2461408425,127.25956033,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면237",1,,충청남도 계룡시 두마면 입암리 334,36.2468149,127.2573274,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면238",1,,충청남도 계룡시 두마면 입암리 321-3,36.2467204,127.2599697,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면236",1,,충청남도 계룡시 두마면 입암리 333,36.2469599,127.2576042,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면232",1,,충청남도 계룡시 두마면 입암리 293-1,36.2472791,127.2595216,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면233",1,,충청남도 계룡시 두마면 입암리 331,36.2470533,127.2587171,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면293",1,,충청남도 계룡시 두마면 농소리 696-10,36.2472150000,127.2436260000,2015,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면275",1,,충청남도 계룡시 두마면 농소리 382-1,36.2472160000,127.2471908,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면234",1,,충청남도 계룡시 두마면 입암리 290,36.2473780000,127.2581304,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면126",1,,충청남도 계룡시 두마면 왕대리 136-3,36.2475190000,127.2797740000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면231",1,,충청남도 계룡시 두마면 입암리 293-1,36.2472791,127.2595216,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면227",1,,충청남도 계룡시 두마면 입암리 283,36.2483640,127.2586057,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면274",1,,충청남도 계룡시 두마면 농소리 404,36.2484905,127.2491257,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면202",1,,충청남도 계룡시 두마면 농소리 683,36.2482160000,127.2430097,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면230",1,,충청남도 계룡시 두마면 입암리 304-3,36.2482310000,127.2601740000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면273",1,,충청남도 계룡시 두마면 농소리 404,36.2484905,127.2491257,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면271",1,,충청남도 계룡시 두마면 농소리 411-2,36.2486989,127.2507448,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면229",1,,충청남도 계룡시 두마면 입암리 304-3,36.2486030000,127.2604580000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면203",1,,충청남도 계룡시 두마면 농소리 669-2,36.2489131,127.2425313,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면228",1,,충청남도 계룡시 두마면 입암리 304-4,36.2485658,127.2607846,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면272",1,,충청남도 계룡시 두마면 농소리 434,36.2488210000,127.2491660000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면270",1,,충청남도 계룡시 두마면 농소리 411-1,36.2488240000,127.2508410000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면215",1,,충청남도 계룡시 두마면 입암리 181-2,36.2490370000,127.2671686,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면223",1,,충청남도 계룡시 두마면 입암리 306-6,36.2490580000,127.2614050000,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면224",1,,충청남도 계룡시 두마면 입암리 304-4,36.2485658,127.2607846,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면214",1,,충청남도 계룡시 두마면 입암리 181-2,36.2490900,127.2671686,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면269",1,,충청남도 계룡시 두마면 농소리 412,36.2492620000,127.2505550000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면201",1,,충청남도 계룡시 두마면 농소리 683,36.2482294,127.2430097,2016,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면222",1,,충청남도 계룡시 두마면 입암리 536,36.2492850000,127.2623180000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면225",1,,충청남도 계룡시 두마면 입암리 277,36.2496345,127.2595906,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면303",1,,충청남도 계룡시 두마면 농소리 714-18,36.2494280000,127.2485560000,2017,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면123",1,,충청남도 계룡시 두마면 왕대리 127-5,36.2494730000,127.2801650000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면226",1,,충청남도 계룡시 두마면 입암리 266,36.2497036,127.2591082,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면204",1,,충청남도 계룡시 두마면 농소리 664,36.2502127,127.2422428,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면213",1,,충청남도 계룡시 두마면 입암리 189,36.2497750000,127.2667560,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면200",1,,충청남도 계룡시 두마면 농소리 472,36.2505805741,127.2465662457,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면268",1,,충청남도 계룡시 두마면 농소리 333,36.2499330000,127.2519250000,2016,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면301",1,,충청남도 계룡시 두마면 농소리 442,36.2500070000,127.2486080000,2017,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면205",1,,충청남도 계룡시 두마면 농소리 664,36.2502127,127.2422428,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"입암수정2",1,,충청남도 계룡시 두마면 입암리,36.2500580000,127.2587610000,2015,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"입암수정1",1,,충청남도 계룡시 두마면 입암리,36.2501060000,127.2591890000,2015,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면199",1,,충청남도 계룡시 두마면 농소리 472,36.2505805741,127.2465662457,2016,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면216",1,,충청남도 계룡시 두마면 입암리 150-3,36.2502460000,127.2637730000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면267",1,,충청남도 계룡시 두마면 농소리 333,36.2506980000,127.2519670000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면206",1,,충청남도 계룡시 두마면 농소리 656-2,36.2507510000,127.2418680000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면197",1,,충청남도 계룡시 두마면 농소리 478,36.2510434,127.2473488,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면198",1,,충청남도 계룡시 두마면 농소리 478,36.2510434,127.2473488,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면221",1,,충청남도 계룡시 두마면 입암리 221-1,36.2510940000,127.2651060000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면196",1,,충청남도 계룡시 두마면 농소리 478,36.2510434,127.2473488,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면266",1,,충청남도 계룡시 두마면 농소리 289,36.2514390000,127.2524220000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면220",1,,충청남도 계룡시 두마면 입암리 208,36.2515631,127.2639620,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면156",1,,충청남도 계룡시 두마면 입암리 28-1,36.2521280000,127.2687270000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면218",1,,충청남도 계룡시 두마면 입암리 산7,36.2525988,127.2645990000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면295",1,,충청남도 계룡시 두마면 농소리 733-2,36.2524880000,127.2493450000,2016,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면154",1,,충청남도 계룡시 두마면 입암리 47,36.2526690000,127.2701180000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면157",1,,충청남도 계룡시 두마면 입암리 28,36.2527110000,127.2680770000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면194",1,,충청남도 계룡시 두마면 농소리 520,36.2530425,127.2493770,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면155",1,,충청남도 계룡시 두마면 입암리 47,36.2530680000,127.2701220000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면265",1,,충청남도 계룡시 두마면 농소리 282,36.2530099,127.2530983,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면169",1,,충청남도 계룡시 두마면 농소리 521,36.2532350000,127.2496707,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면192",1,,충청남도 계룡시 두마면 농소리 521,36.2532350000,127.2496707,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면193",1,,충청남도 계룡시 두마면 농소리 521,36.2532350000,127.2496707,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"계룡ic4가-2",1,,충청남도 계룡시 두마면 왕대리 195-4,36.2533410000,127.2726240000,2017,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면121",1,,충청남도 계룡시 두마면 왕대리 115,36.2535097,127.2787343,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"계룡ic4가-3",1,,충청남도 계룡시 두마면 왕대리 321-3,36.2534110000,127.2720760000,2017,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면191",1,,충청남도 계룡시 두마면 농소리 317-4,36.2538692,127.2511384,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"계룡ic4가-1",1,,충청남도 계룡시 두마면 왕대리 195-1,36.2536170000,127.2730280000,2017,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면129",1,,충청남도 계룡시 두마면 왕대리 201-6,36.2539610,127.2757146,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면302",1,,충청남도 계룡시 두마면 농소리 307,36.2536660000,127.2519630000,2017,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"계룡ic4가-4",1,,충청남도 계룡시 두마면 왕대리 321-1,36.2536860000,127.2726140000,2017,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면188",1,,충청남도 계룡시 두마면 농소리 305-2,36.2538450000,127.2522330000,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면189",1,,충청남도 계룡시 두마면 농소리 317-1,36.2536747,127.2514629,2016,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면190",1,,충청남도 계룡시 두마면 농소리 317-5,36.2538388,127.2513222,2016,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면142",1,,충청남도 계룡시 두마면 왕대리 산21-1,36.2541130000,127.2720430000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면481",1,,충청남도 계룡시 엄사면 도곡리 575,36.2541680000,127.2058940000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면145",1,,충청남도 계룡시 두마면 왕대리 304-4,36.2542862,127.2710959,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면149",1,,충청남도 계룡시 두마면 왕대리 304-4,36.2542862,127.2710959,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면141",1,,충청남도 계룡시 두마면 왕대리 282-1,36.2546028288,127.2734122260,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면143",1,,충청남도 계룡시 두마면 왕대리 310,36.2542392,127.2719521,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면187",1,,충청남도 계룡시 두마면 농소리 266,36.2546042,127.2529440,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면140",1,,충청남도 계룡시 두마면 왕대리 282-1,36.2546040000,127.2734122260,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면133",1,,충청남도 계룡시 두마면 왕대리 282-1,36.2546260000,127.2734122260,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면148",1,,충청남도 계룡시 두마면 왕대리 303,36.2547965,127.2706440000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면332",1,,충청남도 계룡시 엄사면 광석리 18-4,36.2548208124,127.2316251277,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면147",1,,충청남도 계룡시 두마면 왕대리 304-1,36.2545556,127.2707863,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면331",1,,충청남도 계룡시 엄사면 광석리 18-4,36.2548208124,127.2316251277,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면144",1,,충청남도 계룡시 두마면 왕대리 285,36.2548650000,127.2721760000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면134",1,,충청남도 계룡시 두마면 왕대리 281-1,36.2547538107,127.2735952316,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면139",1,,충청남도 계룡시 두마면 왕대리 282-1,36.2546028288,127.2734122260,2016,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"농소 2-090",1,,충청남도 계룡시 두마면 농소리 627,36.2548790000,127.2384260000,2017,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면479",1,,충청남도 계룡시 엄사면 도곡리 421-2,36.2548539,127.2053993,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면146",1,,충청남도 계룡시 두마면 왕대리 299,36.2552020,127.2703741,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면330",1,,충청남도 계룡시 엄사면 광석리 21-3,36.2554595940,127.2312442476,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면184",1,,충청남도 계룡시 두마면 농소리 251,36.2559154,127.2536570,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면135",1,,충청남도 계룡시 두마면 왕대리 281-1,36.2547538107,127.2735952316,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면131",1,,충청남도 계룡시 두마면 왕대리 212-11,36.2551942,127.2751691,2016,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면130",1,,충청남도 계룡시 두마면 왕대리 212-12,36.2551141,127.2748030000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면150",1,,충청남도 계룡시 두마면 왕대리 388,36.2554340000,127.2706440000,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"농소리 2-089",1,,충청남도 계룡시 두마면 농소리 615-2,36.2555280000,127.2390340000,2017,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면294",1,,충청남도 계룡시 두마면 왕대리 372,36.2555670000,127.2746930000,2015,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면175",1,,충청남도 계룡시 두마면 농소리 231,36.2557153,127.2562584,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면132",1,,충청남도 계룡시 두마면 왕대리 212-1,36.2555135,127.2753642,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면478",1,,충청남도 계룡시 엄사면 도곡리 421-2,36.2548539,127.2053993,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면329",1,,충청남도 계룡시 엄사면 광석리 21-3,36.2554595940,127.2312442476,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면181",1,,충청남도 계룡시 두마면 농소리 251,36.2559880000,127.2536570,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면185",1,,충청남도 계룡시 두마면 농소리 234-1,36.2556338,127.2553155,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면186",1,,충청남도 계룡시 두마면 농소리 234-1,36.2556338,127.2553155,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면174",1,,충청남도 계룡시 두마면 농소리 46-2,36.2559920000,127.2567735,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면477",1,,충청남도 계룡시 엄사면 도곡리 424,36.2560110000,127.2062390000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면180",1,,충청남도 계룡시 두마면 농소리 247-1,36.2561660000,127.2539660000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면137",1,,충청남도 계룡시 두마면 왕대리 220,36.2568823,127.2739862,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면173",1,,충청남도 계룡시 두마면 농소리 188,36.2600774,127.2559733,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면172",1,,충청남도 계룡시 두마면 농소리 223-1,36.2561053,127.2566553,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면328",1,,충청남도 계룡시 엄사면 광석리 21-3,36.2554595940,127.2312442476,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면171",1,,충청남도 계룡시 두마면 농소리 223,36.2563944,127.2564734,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면182",1,,충청남도 계룡시 두마면 농소리 254,36.2564712,127.2533268,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면476",1,,충청남도 계룡시 엄사면 도곡리 424,36.2567480000,127.2065260000,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면136",1,,충청남도 계룡시 두마면 왕대리 220,36.2568050000,127.2739862,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면183",1,,충청남도 계룡시 두마면 농소리 256,36.2563802271,127.2536810000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면475",1,,충청남도 계룡시 엄사면 도곡리 424,36.2569720000,127.2070430000,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면327",1,,충청남도 계룡시 엄사면 광석리 27,36.2577210,127.2310840000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면179",1,,충청남도 계룡시 두마면 농소리 202,36.2571287,127.2542598,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면474",1,,충청남도 계룡시 엄사면 도곡리 545,36.2573620000,127.2076940000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면166",1,,충청남도 계룡시 두마면 농소리 216,36.2573950000,127.2564890,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면178",1,,충청남도 계룡시 두마면 농소리 204,36.2572750,127.2544598,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면167",1,,충청남도 계룡시 두마면 농소리 49,36.2573577416,127.2567533261,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면168",1,,충청남도 계룡시 두마면 농소리 49,36.2573577416,127.2567533261,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면326",1,,충청남도 계룡시 엄사면 광석리 27,36.2577210,127.2310825,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면473",1,,충청남도 계룡시 엄사면 도곡리 409,36.2577210000,127.2086963,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면177",1,,충청남도 계룡시 두마면 농소리 산46,36.2577510000,127.2549640000,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면211",1,,충청남도 계룡시 두마면 농소리 639-1,36.2579294,127.2421316,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면165",1,,충청남도 계룡시 두마면 농소리 215,36.2574665045,127.2564643751,2016,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면472",1,,충청남도 계룡시 엄사면 도곡리 409,36.2577363,127.2086963,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면325",1,,충청남도 계룡시 엄사면 광석리 27,36.2577210,127.2310825,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면305",1,,충청남도 계룡시 두마면 농소리 58-1,36.2580780000,127.2608650000,2017,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면279",1,,충청남도 계룡시 두마면 농소리 산12-1,36.2575650081,127.2575952207,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면210",1,,충청남도 계룡시 두마면 농소리 566-1,36.2583136,127.2468220000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면280",1,,충청남도 계룡시 두마면 농소리 33,36.2583660000,127.2637136,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면471",1,,충청남도 계룡시 엄사면 도곡리 산12-1,36.2584170000,127.2091740000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면324",1,,충청남도 계룡시 엄사면 광석리 31-3,36.2581931,127.2303612,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면323",1,,충청남도 계룡시 엄사면 광석리 산9-1,36.2589364027,127.2303064399,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면470",1,,충청남도 계룡시 엄사면 도곡리 442,36.2589150000,127.2106959,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면322",1,,충청남도 계룡시 엄사면 광석리 38-1,36.2595718573,127.2297786367,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면469",1,,충청남도 계룡시 엄사면 도곡리 440,36.2595496,127.2115669,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면461",1,,충청남도 계룡시 엄사면 도곡리 405-1,36.2593420000,127.2144980000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면321",1,,충청남도 계룡시 엄사면 광석리 38-1,36.2595120000,127.2297786367,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면209",1,,충청남도 계룡시 두마면 농소리 535,36.2596030000,127.2506330000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면468",1,,충청남도 계룡시 엄사면 도곡리 438-1,36.2597940000,127.2114123,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면458",1,,충청남도 계룡시 엄사면 도곡리 439,36.2598953,127.2115122,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면208",1,,충청남도 계룡시 두마면 농소리 170,36.2581999,127.2531891,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면318",1,,충청남도 계룡시 엄사면 광석리 46-5,36.2605561333,127.2296880473,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면460",1,,충청남도 계룡시 엄사면 도곡리 산 8-1,36.2601990000,127.2144520000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면319",1,,충청남도 계룡시 엄사면 광석리 46-5,36.2605561333,127.2296880473,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면467",1,,충청남도 계룡시 엄사면 도곡리 462,36.2603862,127.2120136,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면109",1,,충청남도 계룡시 두마면 왕대리 247-3,36.2602599232,127.2775803007,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면466",1,,충청남도 계룡시 엄사면 도곡리 462,36.2603950000,127.2120136,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면108",1,,충청남도 계룡시 두마면 왕대리 250,36.2606740,127.2787030000,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면120",1,,충청남도 계룡시 두마면 왕대리 252-2,36.2604140000,127.2782330000,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면315",1,,충청남도 계룡시 엄사면 광석리 45-1,36.2604699,127.2295599,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면465",1,,충청남도 계룡시 엄사면 도곡리 525,36.2606610000,127.2126720000,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면114",1,,충청남도 계룡시 두마면 왕대리 64-2,36.2607071656,127.2820952540,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면463",1,,충청남도 계룡시 엄사면 도곡리 387,36.2607060000,127.2124210,,전용주,042-840-2563,충청남도 계룡시,2019-06-24
"두마 4-2085(왕대2-006)",1,,충청남도 계룡시 두마면 왕대리 산 16-6,36.2608460000,127.2775704,2017,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"두마면113",1,,충청남도 계룡시 두마면 왕대리 67,36.2609020000,127.2814353,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
"엄사면317",1,,충청남도 계룡시 엄사면 광석리 57-5,36.2609040000,127.2309061,,한전주,042-840-2563,충청남도 계룡시,2019-06-24
